Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	V2.x	uniprot_acc_ID	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V2.y	V3	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
TRINITY_DN15606_c0_g1_i2	24	76	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22168_c0_g1_i1	3509	2569	772	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1680_c0_g1_i2	46	31	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3517_c0_g1_i1	42	21	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15787_c0_g1_i3	85	98	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19808_c0_g1_i1	49	39	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1797_c0_g1_i1	31	67	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3059_c0_g1_i1	0	0	16683	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23861_c3_g1_i1	2100	1399	90	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4018_c2_g1_i4	25	197	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN207_c0_g1_i3	24	11	97	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6062_c0_g1_i1	121	94	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN417_c0_g1_i3	89	45	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25282_c0_g1_i1	0	0	4761	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3367_c0_g1_i1	82	51	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN447_c0_g1_i2	73	28	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7448_c0_g1_i10	0	0	3664	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20667_c0_g1_i1	2	0	292	2	sp	Q9W4V8	TI50C_DROME	51.2	297	137	4	341	1222	137	428	3.9e-82	307.4	TI50C_DROME	reviewed	Mitochondrial import inner membrane translocase subunit TIM50-C (Tiny tim 50)	ttm50 CG2713	Drosophila melanogaster (Fruit fly)	428	mitochondrial membrane organization [GO:0007006]; mitochondrion organization [GO:0007005]; protein dephosphorylation [GO:0006470]; protein import into mitochondrial matrix [GO:0030150]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial inner membrane presequence translocase complex [GO:0005744]; mitochondrion [GO:0005739]	phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial inner membrane presequence translocase complex [GO:0005744]; mitochondrion [GO:0005739]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; mitochondrial membrane organization [GO:0007006]; mitochondrion organization [GO:0007005]; protein dephosphorylation [GO:0006470]; protein import into mitochondrial matrix [GO:0030150]	GO:0004721; GO:0004722; GO:0004725; GO:0005739; GO:0005743; GO:0005744; GO:0006470; GO:0007005; GO:0007006; GO:0016021; GO:0030150
TRINITY_DN4759_c0_g1_i5	0	0	1817	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7662_c0_g1_i6	0	0	5647	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN339_c0_g1_i6	103	31	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8867_c0_g1_i1	297	89	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN103_c59_g1_i1	104818	58734	63340	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN864_c0_g4_i1	74	41	87	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2170_c0_g1_i2	43	45	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3106_c0_g1_i1	56	57	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4442_c0_g1_i6	2	1	1041	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2859_c0_g1_i11	0	0	497	2	sp	Q99MN1	SYK_MOUSE	66.7	528	175	1	113	1693	65	592	1.1e-208	728.4	SYK_MOUSE	reviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	Kars	Mus musculus (Mouse)	595	activation of MAPK activity [GO:0000187]; basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; negative regulation of cell proliferation [GO:0008285]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of metallopeptidase activity [GO:1905050]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of transcription, DNA-templated [GO:0045893]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]	ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; scaffold protein binding [GO:0097110]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; scaffold protein binding [GO:0097110]; activation of MAPK activity [GO:0000187]; basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; negative regulation of cell proliferation [GO:0008285]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of metallopeptidase activity [GO:1905050]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of transcription, DNA-templated [GO:0045893]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	GO:0000187; GO:0002276; GO:0002741; GO:0003676; GO:0004824; GO:0005524; GO:0005615; GO:0005739; GO:0005829; GO:0006430; GO:0008285; GO:0010759; GO:0015966; GO:0017101; GO:0033209; GO:0043032; GO:0045893; GO:0046872; GO:0070371; GO:0070374; GO:0097110; GO:1900017; GO:1900745; GO:1905050
TRINITY_DN28098_c0_g1_i1	8	21	26	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19026_c0_g1_i1	33	42	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1860_c0_g1_i1	68	32	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1184_c0_g1_i2	46	67	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1683_c0_g1_i1	31	44	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN205_c0_g1_i23	128	0	72	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1612_c0_g1_i1	0	4	68	2	sp	Q5JVG2	ZN484_HUMAN	38.5	283	164	4	629	1474	469	742	3.8e-53	210.7	ZN484_HUMAN	reviewed	Zinc finger protein 484	ZNF484	Homo sapiens (Human)	852	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0046872
TRINITY_DN1509_c0_g1_i4	75	379	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17114_c0_g1_i1	1135	896	330	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4153_c0_g1_i1	75	69	115	2	sp	Q06496	NPT2A_RAT	51	547	252	5	246	1880	76	608	1.8e-126	455.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN950_c0_g1_i1	44	48	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN188_c0_g1_i1	35	44	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN161_c0_g1_i1	74	52	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5907_c0_g1_i2	65	76	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4686_c0_g2_i1	0	2	384	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26778_c22_g1_i1	8409	6502	1115	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN218_c0_g1_i4	540	1177	683	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25177_c1_g1_i1	97	68	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8631_c0_g1_i2	7312	2973	430	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN475_c0_g1_i9	0	45	57	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN500_c0_g1_i1	57	109	35	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN205_c0_g1_i16	127	0	176	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN140_c0_g1_i2	15	19	33	2	sp	Q9SIP7	RS31_ARATH	78.3	217	47	0	62	712	4	220	6.9e-93	342.4	RS31_ARATH	reviewed	40S ribosomal protein S3-1	RPS3A At2g31610 T9H9.13	Arabidopsis thaliana (Mouse-ear cress)	250	cytoplasmic translation [GO:0002181]; DNA repair [GO:0006281]; mature ribosome assembly [GO:0042256]; response to salt stress [GO:0009651]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; nucleus [GO:0005634]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	damaged DNA binding [GO:0003684]; mRNA binding [GO:0003729]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; structural constituent of ribosome [GO:0003735]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; nucleus [GO:0005634]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]; damaged DNA binding [GO:0003684]; mRNA binding [GO:0003729]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; DNA repair [GO:0006281]; mature ribosome assembly [GO:0042256]; response to salt stress [GO:0009651]	GO:0002181; GO:0003684; GO:0003729; GO:0003735; GO:0005634; GO:0005773; GO:0005774; GO:0005829; GO:0006281; GO:0008534; GO:0009506; GO:0009507; GO:0009651; GO:0016020; GO:0022626; GO:0022627; GO:0042256
TRINITY_DN2997_c0_g1_i1	54	37	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22159_c0_g1_i1	84	85	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14865_c5_g2_i1	134	344	81	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN0_c0_g1_i2	46	0	227	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1101_c0_g1_i5	574	299	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26941_c0_g1_i1	15	13	50	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5503_c0_g1_i1	46	43	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3705_c0_g2_i2	56	57	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10230_c0_g1_i1	36	55	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8187_c0_g1_i1	442	0	453	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10358_c0_g1_i1	25	116	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1466_c0_g1_i1	44	128	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN169_c0_g1_i24	20	72	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2459_c0_g1_i1	146	50	50	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3543_c0_g1_i3	81	49	0	1	sp	Q90XG0	TPISB_DANRE	74.1	212	55	0	1440	2075	37	248	4.5e-88	327.8	TPISB_DANRE	reviewed	Triosephosphate isomerase B (TIM-B) (EC 5.3.1.1) (Triose-phosphate isomerase B)	tpi1b	Danio rerio (Zebrafish) (Brachydanio rerio)	248	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; pentose-phosphate shunt [GO:0006098]	cytosol [GO:0005829]	triose-phosphate isomerase activity [GO:0004807]	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]; pentose-phosphate shunt [GO:0006098]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0006098; GO:0019563; GO:0046166
TRINITY_DN2859_c0_g1_i1	0	0	1443	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1362_c0_g1_i15	0	0	4007	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28177_c0_g1_i1	155	133	711	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1531_c0_g2_i1	6	4	950	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2760_c0_g1_i1	0	0	138	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN660_c0_g1_i2	197	63	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2397_c0_g1_i1	2	13	40	2	sp	Q9UJW7	ZN229_HUMAN	38.6	215	122	3	326	970	341	545	1.9e-41	172.9	ZN229_HUMAN	reviewed	Zinc finger protein 229	ZNF229	Homo sapiens (Human)	825	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0046872
TRINITY_DN2297_c0_g1_i2	57	46	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN766_c0_g1_i1	91	68	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1553_c0_g1_i1	65	37	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23863_c0_g1_i1	206	159	114	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN414_c0_g1_i1	55	46	0	1	sp	Q9VC49	RPAB5_DROME	98.5	67	1	0	189	389	1	67	1.3e-33	144.4	RPAB5_DROME	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (RPB10 homolog)	Rpb10 CG13628	Drosophila melanogaster (Fruit fly)	67	transcription from RNA polymerase III promoter [GO:0006383]; transcription from RNA polymerase II promoter [GO:0006366]; transcription from RNA polymerase I promoter [GO:0006360]	DNA-directed RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase II, core complex [GO:0005665]; DNA-directed RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]	DNA-directed RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase II, core complex [GO:0005665]; DNA-directed RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]; transcription from RNA polymerase I promoter [GO:0006360]; transcription from RNA polymerase II promoter [GO:0006366]; transcription from RNA polymerase III promoter [GO:0006383]	GO:0003677; GO:0003899; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0008270
TRINITY_DN10497_c0_g1_i2	0	0	1069	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN585_c0_g1_i4	0	0	61	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2767_c0_g1_i1	0	0	1769	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8635_c0_g1_i1	36	36	32	1	sp	A7EI93	IPI1_SCLS1	31.4	175	103	6	110	616	1	164	1.8e-05	52.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2447_c1_g1_i5	77	124	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9409_c0_g1_i2	0	0	2389	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9587_c0_g2_i4	0	0	5688	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2631_c0_g1_i2	58	21	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2116_c0_g1_i1	64	55	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18591_c0_g1_i6	0	0	660	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21548_c0_g1_i1	112	76	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4355_c0_g1_i1	18	23	46	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1501_c0_g1_i5	0	0	7359	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3978_c0_g1_i2	0	0	308	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN837_c0_g1_i9	2	0	96	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2918_c0_g1_i1	82	23	41	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN961_c0_g1_i1	35	63	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
